Description R1	Best V hit	Best D hit	Best J hit
-6863089331073933662	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-442661242294478590	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
1037475827383776970	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-313558962204679080	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-6140508688312345058	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-1678531359690918242	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-4328050290713638400	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-4415343801531419516	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
-1785578247841349700	IGHV3-22*00	IGHD2-2*00	IGHJ3*00
9101226994830474154	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
6980318669572324262	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
4172565086609136217	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
2841391098821945395	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
-1816259300629004170	IGHV3-7*00	IGHD3-22*00	IGHJ6*00
-7917566066050355527	IGHV3-7*00	IGHD2-21*00	IGHJ3*00
4237225904651699144	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
-5572951154171181161	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
8335370670468956992	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
-7358979643729240657	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
-7179584583403676179	IGHV3-7*00	IGHD3-22*00	IGHJ3*00
-1899956494415207991	IGHV3-64*00	IGHD6-13*00	IGHJ6*00
8775797375473246944	IGHV3-64*00	IGHD6-13*00	IGHJ6*00
-4807560439090396965	IGHV3-64*00	IGHD6-13*00	IGHJ6*00
2874025103764507033	IGHV3-64*00	IGHD6-13*00	IGHJ6*00
2959304100562553976	IGHV1-69*00	IGHD6-19*00	IGHJ4*00
8488668773429951928	IGHV1-69*00	IGHD6-19*00	IGHJ4*00
7957155719314538435	IGHV1-69*00	IGHD6-13*00	IGHJ4*00
-6522686582304981934	IGHV1-69*00	IGHD6-19*00	IGHJ4*00
2352910392715452332	IGHV1-69*00	IGHD3-9*00	IGHJ4*00
7239009994756077803	IGHV1-69*00	IGHD6-19*00	IGHJ4*00
2418771838909510187	IGHV1-69*00	IGHD6-19*00	IGHJ4*00
-1656280550913716263	IGHV1-69*00	IGHD6-19*00	IGHJ1*00
949288046566439959	IGHV1-69*00	IGHD6-19*00	IGHJ4*00
2549223101022259454	IGHV3-53*00	IGHD5-12*00	IGHJ6*00
1890336018353069539	IGHV4-4*00	IGHD1-7*00	IGHJ4*00
-2026636794312671956	IGHV4-4*00	IGHD1-7*00	IGHJ5*00
-3085441103839284229	IGHV4-4*00	IGHD4-23*00	IGHJ5*00
110371596443757897	IGHV4-4*00	IGHD1-7*00	IGHJ5*00
-4880833474888067878	IGHV4-4*00	IGHD7-27*00	IGHJ5*00
3475358303915462071	IGHV4-4*00	IGHD1-20*00	IGHJ2*00
-3357096978475218823	IGHV3-33*00	IGHD6-19*00	IGHJ4*00
-2812234211295101771	IGHV3-33*00	IGHD6-19*00	IGHJ4*00
-1643980453009810546	IGHV3-33*00	IGHD6-19*00	IGHJ4*00
1398319507822676492	IGHV1-24*00	IGHD3-10*00	IGHJ3*00
-5033000846192347231	IGHV1-24*00	IGHD3-3*00	IGHJ3*00
-2387131615234124663	IGHV1-24*00	IGHD3-3*00	IGHJ3*00
125638079998585906	IGHV1-24*00	IGHD3-22*00	IGHJ3*00
7154914433198987893	IGHV1-24*00	IGHD3-22*00	IGHJ3*00
-2588057558689070862	IGHV1-24*00	IGHD4-23*00	IGHJ3*00
-5551257004934734457	IGHV1-24*00	IGHD2-21*00	IGHJ3*00
-7464751929562552649	IGHV1-24*00	IGHD4-23*00	IGHJ3*00
3566525681482867836	IGHV1-24*00	IGHD2-21*00	IGHJ3*00
3545706123949375178	IGHV1-69*00	IGHD3-10*00	IGHJ6*00
-731731191030624097	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
1307640301729484402	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
2744274033912794573	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
3874176967975150743	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
-8264215951590302793	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
-7347217646913211729	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
-2907843414637361376	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
6666972207376459509	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
7017532958961221987	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
-3207787014891870466	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
8746118282188114800	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
3014037604209053099	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
-2401331051889050185	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
6820915583023428766	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
-624434562604543019	IGHV3-64*00	IGHD5-12*00	IGHJ6*00
2792323938491682823	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
3192029855805233245	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
-5756119226618078418	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
7436064589832738289	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
-7053504475066680737	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
-7114750275454659898	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
-811520791870698230	IGHV3-30*00	IGHD4-23*00	IGHJ3*00
-4177554588536101653	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
6800020508474829768	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
-2720315069821820360	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
34930668007585798	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
-4478161825358615513	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
2770184843847434518	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
-7280291544922398781	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
3140896596133457184	IGHV3-23*00	IGHD3-16*00	IGHJ3*00
-2755796002580023936	IGHV3-7*00	IGHD5-12*00	IGHJ4*00
-8302614678974771661	IGHV3-7*00	IGHD5-12*00	IGHJ4*00
-8615839015273394901	IGHV4-39*00	IGHD2-8*00	IGHJ6*00
-6418982823956675170	IGHV3-66*00	IGHD3-10*00	IGHJ3*00
8389984875063950284	IGHV3-30*00	IGHD6-13*00	IGHJ4*00
8992698865505534959	IGHV3-30*00	IGHD4-23*00	IGHJ4*00
8045661357156165568	IGHV3-30*00	IGHD6-13*00	IGHJ4*00
7757450902093700653	IGHV3-30*00	IGHD6-13*00	IGHJ4*00
7341668535838602844	IGHV3-33*00	IGHD6-13*00	IGHJ4*00
-6274491336157166345	IGHV3-33*00	IGHD6-13*00	IGHJ4*00
-8041887151300094671	IGHV3-33*00	IGHD6-13*00	IGHJ4*00
3204524411410322717	IGHV3-30*00	IGHD6-13*00	IGHJ4*00
8233943246175796750	IGHV3-30*00	IGHD6-13*00	IGHJ4*00
-4668466278566158806	IGHV3-30*00	IGHD6-13*00	IGHJ4*00
-1411060270752848126	IGHV4-39*00	IGHD5-18*00	IGHJ4*00
761591584146633148	IGHV4-39*00		IGHJ1*00
-603855199997605514	IGHV4-39*00		IGHJ4*00
635837004705437474	IGHV4-39*00		IGHJ4*00
-4540487078998193739	IGHV4-39*00	IGHD5-24*00	IGHJ4*00
3218243833548754746	IGHV4-39*00	IGHD5-24*00	IGHJ1*00
5165036943509687181	IGHV4-39*00	IGHD5-18*00	IGHJ4*00
5986403539646880163	IGHV4-39*00	IGHD2-2*00	IGHJ5*00
-5756233920489648144	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
517386258637054769	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
264940351959749359	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
-6607168277896255479	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
-5601069862526519250	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
-5632624475675582987	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
-6572909109194759848	IGHV3-11*00	IGHD3-3*00	IGHJ6*00
8593860001577983734	IGHV3-15*00	IGHD5-18*00	IGHJ3*00
5178558842209296888	IGHV3-15*00	IGHD5-18*00	IGHJ3*00
-2034411825485602497	IGHV3-15*00	IGHD5-18*00	IGHJ3*00
-4132837204004081927	IGHV3-15*00	IGHD5-18*00	IGHJ3*00
-8374528201777989411	IGHV3-15*00	IGHD5-18*00	IGHJ3*00
-9042755671882279252	IGHV3-15*00	IGHD5-18*00	IGHJ3*00
-5296744355742858176	IGHV5-51*00	IGHD4-23*00	IGHJ6*00
5721079192357758301	IGHV5-51*00	IGHD4-23*00	IGHJ6*00
-7328635491055457394	IGHV5-51*00	IGHD2-15*00	IGHJ3*00
7560242841809560488	IGHV5-51*00		IGHJ6*00
-7852278472839655153	IGHV5-51*00	IGHD1-26*00	IGHJ6*00
7155850220982696078	IGHV5-51*00	IGHD2-15*00	IGHJ6*00
8783387089286922693	IGHV5-51*00		IGHJ6*00
-3650412586579541543	IGHV5-51*00	IGHD1-26*00	IGHJ6*00
7417241868653782593	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-7916277632937738981	IGHV4-31*00	IGHD2-21*00	IGHJ6*00
-4511290422611546538	IGHV4-31*00	IGHD2-21*00	IGHJ6*00
121860159333248904	IGHV4-31*00	IGHD2-21*00	IGHJ6*00
-8443449629905554038	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-6862386745100983240	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
837697999552693464	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
7645194809102204930	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-562419442051375019	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
4428019040124451687	IGHV4-39*00	IGHD2-15*00	IGHJ6*00
-3862646546619723746	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-2366244568342541824	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
699855626702281801	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-642657392383869305	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-7667717835413030699	IGHV4-31*00	IGHD1-26*00	IGHJ6*00
565232188500436659	IGHV4-31*00	IGHD2-15*00	IGHJ6*00
-8195066180620791292	IGHV3-20*00	IGHD3-3*00	IGHJ6*00
7911065732348612049	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-634587693991738842	IGHV3-20*00	IGHD3-9*00	IGHJ3*00
-5834568102043046794	IGHV3-20*00	IGHD3-9*00	IGHJ3*00
-3433969732125179589	IGHV3-20*00	IGHD3-9*00	IGHJ3*00
-3270033208422887095	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-3007284803826165739	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-8014236808892149472	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-6996507402334983747	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
8616634257182987682	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-8868994350124100574	IGHV3-20*00	IGHD3-9*00	IGHJ3*00
3134177808455376483	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
601676453481074412	IGHV3-20*00	IGHD3-9*00	IGHJ2P*00
-4201890978170800535	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-7234156276749877247	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
2864305214127747648	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-3264572500874866405	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-1055401811652734790	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-1016652462930415346	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-8110399662395884034	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
6011930873327723920	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-8347893760755982715	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
6118095641670292175	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
8851857919197650878	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
-2188918886689726325	IGHV3-20*00	IGHD3-9*00	IGHJ6*00
4280638509458978608	IGHV3-23*00	IGHD2-21*00	IGHJ4*00
7845622302293264805	IGHV3-23*00	IGHD2-21*00	IGHJ4*00
-4258806865804321757	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-8917459245261086522	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-2659148760529368135	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
4529986599198289840	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-5825429316321246125	IGHV3-23*00	IGHD2-15*00	IGHJ5*00
6364560647415162913	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-4340637703604334355	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-7081444750763632090	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-2780314398958628668	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-2358971410678627950	IGHV3-23*00	IGHD3-16*00	IGHJ4*00
484815959389945537	IGHV3-23*00	IGHD2-2*00	IGHJ4*00
4898589242550701073	IGHV3-53*00	IGHD3-9*00	IGHJ4*00
-3822247976999797005	IGHV3-53*00	IGHD3-9*00	IGHJ4*00
-7975482553778245815	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
-1762451504695228011	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
6636242263251066049	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
5785912102364919612	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
-8591487037079032844	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
-8795197774666974179	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
-1615734275042314903	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
-3351535413230526415	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
4510911708157776583	IGHV3-7*00	IGHD6-6*00	IGHJ4*00
3693220412489069107	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-8055531319817807757	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
565930554764377454	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-3473662250545406436	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-5164325435729875075	IGHV3-66*00	IGHD4-23*00	IGHJ5*00
3581205483257133880	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
-9170537055877119604	IGHV3-66*00	IGHD2-2*00	IGHJ1*00
-2412127700827471390	IGHV3-66*00	IGHD2-2*00	IGHJ4*00
-1055865825893376977	IGHV3-66*00	IGHD2-15*00	IGHJ4*00
7126351315468891086	IGHV3-66*00	IGHD2-2*00	IGHJ4*00
-4134474125559017586	IGHV3-66*00	IGHD6-6*00	IGHJ5*00
8284116926303417945	IGHV3-66*00	IGHD6-6*00	IGHJ4*00
-7375065822749404749	IGHV3-66*00	IGHD2-2*00	IGHJ2P*00
472591781189611218	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
6581439864214257763	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
5271352566422200147	IGHV3-66*00	IGHD2-8*00	IGHJ5*00
4198490032496818201	IGHV3-66*00	IGHD3-22*00	IGHJ5*00
-359095922920183009	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
3484927203987944217	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
-3307947612835654934	IGHV3-66*00	IGHD2-8*00	IGHJ4*00
2362030624724994383	IGHV3-30*00	IGHD2-21*00	IGHJ6*00
6807202053088053464	IGHV3-30*00	IGHD3-9*00	IGHJ6*00
1904473225326207364	IGHV3-30*00	IGHD5-12*00	IGHJ6*00
9194772062919934194	IGHV3-30*00	IGHD5-12*00	IGHJ6*00
-1531940439306696108	IGHV3-30*00	IGHD5-12*00	IGHJ6*00
-3248460663444141667	IGHV3-30*00	IGHD5-12*00	IGHJ6*00
3966727125824678854	IGHV3-30*00	IGHD5-12*00	IGHJ6*00
-6284056457341826504	IGHV3-23*00	IGHD5-12*00	IGHJ6*00
7924797898613489465	IGHV3-49*00	IGHD2-8*00	IGHJ5*00
-155251050017815727	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
941295511594153364	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
3768533009204916120	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
4704991934303943636	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
-5651265867445658242	IGHV3-49*00	IGHD6-13*00	IGHJ4*00
-6166211572871833162	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
-5902266366158505549	IGHV3-49*00	IGHD6-19*00	IGHJ5*00
4749862755193342779	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
7637757354962524673	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
-9049440131263726119	IGHV3-49*00	IGHD6-13*00	IGHJ5*00
-7372466677341188041	IGHV3-23*00	IGHD4-17*00	IGHJ6*00
4702171042585542755	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-8991381535606274140	IGHV3-23*00	IGHD1-26*00	IGHJ3*00
-5822085258933973726	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-6063739282523546707	IGHV3-23*00	IGHD1-7*00	IGHJ4*00
-5089763492296493153	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
-4706580415616781557	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
656104255985639596	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
-7306662975829815414	IGHV3-66*00	IGHD3-22*00	IGHJ4*00
-3660094463394630593	IGHV3-66*00	IGHD3-22*00	IGHJ2P*00
4389352944743892322	IGHV3-30*00	IGHD2-15*00	IGHJ2*00
2562656317701538324	IGHV3-30*00	IGHD2-15*00	IGHJ2*00
8746521678749901461	IGHV3-30*00	IGHD2-15*00	IGHJ2*00
6070940480889250624	IGHV3-30*00	IGHD2-15*00	IGHJ2*00
-831556397746955732	IGHV3-74*00	IGHD1-26*00	IGHJ3*00
-5636686921974457616	IGHV3-74*00	IGHD3-10*00	IGHJ6*00
-1083168370076412541	IGHV4-4*00	IGHD3-10*00	IGHJ4*00
-4005868764783807617	IGHV4-4*00	IGHD3-10*00	IGHJ4*00
8197317141335508547	IGHV4-4*00	IGHD3-10*00	IGHJ4*00
-5161663952306929758	IGHV4-4*00	IGHD3-10*00	IGHJ4*00
-4300501319137221215	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-8748471999865250013	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-5630230747854439563	IGHV4-59*00	IGHD4-17*00	IGHJ4*00
-719973689859932964	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-8394860951547686125	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-8713794598939052713	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-8203066006604388284	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-5663995970810135339	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-6464319204757632129	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-7727060174986676469	IGHV4-39*00	IGHD3-10*00	IGHJ6*00
-1910108162801770381	IGHV4-31*00	IGHD3-10*00	IGHJ3*00
-7606358490162580832	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-2828817281174958614	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
6566807696449821003	IGHV4-31*00	IGHD3-10*00	IGHJ3*00
-3226401596152758217	IGHV4-31*00	IGHD4-23*00	IGHJ6*00
3578655259677107920	IGHV4-31*00	IGHD3-10*00	IGHJ6*00
-8466261395209357221	IGHV4-28*00	IGHD2-15*00	IGHJ5*00
-4329800943703285690	IGHV4-28*00	IGHD2-15*00	IGHJ4*00
-24884046111443725	IGHV4-28*00	IGHD2-15*00	IGHJ4*00
4263307941609083073	IGHV4-28*00	IGHD2-15*00	IGHJ4*00
-4760577629082430193	IGHV4-28*00	IGHD2-15*00	IGHJ4*00
8535902668982285363	IGHV4-55*00	IGHD2-21*00	IGHJ4*00
2313522441543417072	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
-8441720008595100256	IGHV4-55*00	IGHD2-15*00	IGHJ6*00
8091694099081773389	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
2850458597995347534	IGHV4-55*00	IGHD2-15*00	IGHJ5*00
-2099722434176808503	IGHV4-55*00	IGHD2-15*00	IGHJ5*00
4576817406953922145	IGHV4-55*00	IGHD2-15*00	IGHJ5*00
5293698972881227491	IGHV4-55*00	IGHD2-15*00	IGHJ5*00
-7154418492299322898	IGHV4-55*00	IGHD2-15*00	IGHJ5*00
2271071133461758683	IGHV4-55*00	IGHD2-15*00	IGHJ4*00
6977966268235769757	IGHV4-55*00	IGHD2-15*00	IGHJ5*00
-7600385860220093040	IGHV3-15*00	IGHD3-10*00	IGHJ5*00
-1854811186455239194	IGHV3-15*00	IGHD4-23*00	IGHJ5*00
1648276753947154260	IGHV3-15*00	IGHD5-18*00	IGHJ5*00
2888542267411452830	IGHV3-15*00	IGHD2-2*00	IGHJ5*00
7424577259504259646	IGHV3-15*00	IGHD6-13*00	IGHJ5*00
-6123075480902669293	IGHV3-15*00	IGHD1-14*00	IGHJ4*00
-3148703830032137290	IGHV3-15*00	IGHD6-13*00	IGHJ5*00
-8455263503032532255	IGHV3-15*00	IGHD2-2*00	IGHJ5*00
5394010425197974262	IGHV3-15*00	IGHD6-19*00	IGHJ5*00
-7861966131361544491	IGHV3-15*00	IGHD3-10*00	IGHJ5*00
-6598956358895620216	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
289648616072401633	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
1479175942884500171	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
5740149075820260767	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-6150925266189528123	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-5119887336419231189	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-5449836831450004719	IGHV3-23*00	IGHD1-26*00	IGHJ4*00
-5999732286898940708	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
-813690549930855068	IGHV3-23*00	IGHD6-13*00	IGHJ4*00
4995037569028783884	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-6931724151743844392	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-597072052774134258	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-9173782447819470642	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-6250337201453694283	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
4160060284481900371	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
7304553642695804199	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
4013063026363297698	IGHV3-64*00	IGHD3-16*00	IGHJ5*00
276827257159622506	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
945920821321391789	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-6167697713004644435	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-9145789331757235761	IGHV3-64*00	IGHD2-8*00	IGHJ4*00
6372358932904185588	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
7745026173966619602	IGHV3-64*00	IGHD3-16*00	IGHJ4*00
-6166761337893972134	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-7494587970124427774	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-2113822907342749496	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
7193956845673996710	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
4250579783084987012	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
3923888798956199444	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
986726956593267490	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
2798813792617873970	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
1531604635566173607	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
5988689885172363722	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
5441914574401946615	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
3974737486281043396	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-1547209793318515810	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-1843087402860055906	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
2638025914003081319	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-4792493180762838017	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-5542376276767915571	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-3969134949069133331	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
6630332437023367307	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-5608651305491513354	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
5158924455447651282	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-7532872119362085400	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
1717889053339193189	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
-269175845059728628	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
6638351721447365778	IGHV3-66*00	IGHD6-19*00	IGHJ4*00
1006071429098463396	IGHV3-23*00	IGHD1-14*00	IGHJ6*00
6676871144588747939	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
6373940600526386853	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
2922055076275377354	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
6341000707269125379	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
2589387581538818799	IGHV3-23*00	IGHD2-15*00	IGHJ6*00
6124324628638252175	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
7986555544777895701	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
-6790959126794232308	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
5640370246432246500	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
5790425247056619499	IGHV3-23*00	IGHD2-2*00	IGHJ3*00
8891250845895660377	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
2178991085189867987	IGHV3-23*00	IGHD2-2*00	IGHJ6*00
-3189855035097490541	IGHV3-23*00	IGHD2-2*00	IGHJ4*00
8314860365053277972	IGHV3-7*00	IGHD2-15*00	IGHJ6*00
4701634518399569052	IGHV3-7*00	IGHD2-15*00	IGHJ6*00
-6277702935648713198	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
6187909190850427600	IGHV3-7*00	IGHD3-9*00	IGHJ6*00
-156267947059278371	IGHV3-7*00	IGHD3-22*00	IGHJ6*00
2814054574880416975	IGHV3-7*00	IGHD3-3*00	IGHJ6*00
-6764125473190595600	IGHV3-7*00	IGHD5-12*00	IGHJ6*00
-6332113026699492186	IGHV3-7*00	IGHD3-3*00	IGHJ6*00
7385935780754697907	IGHV3-7*00	IGHD2-15*00	IGHJ6*00
-3533265651360311505	IGHV3-7*00	IGHD3-3*00	IGHJ6*00
-5076244237467165686	IGHV4-31*00	IGHD2-15*00	IGHJ4*00
3451625212103515296	IGHV4-31*00	IGHD2-15*00	IGHJ4*00
6033051873626119605	IGHV3-48*00	IGHD3-10*00	IGHJ1*00
1021775833578295173	IGHV3-11*00	IGHD3-10*00	IGHJ1*00
223096863749892998	IGHV3-11*00	IGHD3-10*00	IGHJ1*00
-1499571348803057251	IGHV3-48*00	IGHD3-10*00	IGHJ1*00
-4294127297115661071	IGHV3-48*00	IGHD3-10*00	IGHJ1*00
9019407844868952487	IGHV1-2*00	IGHD3-3*00	IGHJ4*00
7606338192098625755	IGHV1-2*00	IGHD3-3*00	IGHJ2P*00
6176677376742472037	IGHV1-2*00	IGHD3-3*00	IGHJ4*00
